Tweet_date,Tweet_time,Tweet_City,Tweet_Country,Tweet_account,Retweet_count,Tweet_Text,Sentiment Score,Polarity
4/1/2020,3:52:00,Dubai,UAE,EmiratesSupport,0,parthnthe flight suspended mandated uae government spread ovid,0,neutral
4/1/2020,4:00:00,Dubai,UAE,EmiratesSupport,0,link check flight status uae gover,0,neutral
4/1/2020,4:00:00,Dubai,UAE,EmiratesSupport,0,give call flight operational reboot flight,0,neutral
4/1/2020,4:00:00,Dubai,UAE,EmiratesSupport,0,hussa hear were suspended flight directive,0,neutral
4/1/2020,4:04:00,Dubai,UAE,EmiratesSupport,0,kegan booked flight  ticket number email address,0,neutral
4/1/2020,4:30:00,Dubai,UAE,EmiratesSupport,0, booking reference email address mentioned booking link nt,0,neutral
4/1/2020,4:37:00,Dubai,UAE,EmiratesSupport,0,prima learn flight impacted replied ,0,neutral
4/1/2020,4:45:00,Dubai,UAE,EmiratesSupport,0,sadat replied ,0,neutral
4/1/2020,4:45:00,Dubai,UAE,EmiratesSupport,0,booking travellersnif agent contact dedicated agency support line,0,neutral
4/1/2020,4:50:00,Dubai,UAE,EmiratesSupport,0,namratanwe touch travel agent refund,0,neutral
4/1/2020,4:56:00,Dubai,UAE,EmiratesSupport,0,rickyncan send  full booking reference email addressnlet helpnthanks,0.35,positive
4/1/2020,5:15:00,Dubai,UAE,EmiratesSupport,0,kana  booking reference email address query,0,neutral
4/1/2020,5:20:00,Dubai,UAE,EmiratesSupport,0,non-transferable find term condition,0,neutral
4/1/2020,5:22:00,Dubai,UAE,EmiratesSupport,0,respond sooner voucher issued total,0,neutral
4/1/2020,5:30:00,Dubai,UAE,EmiratesSupport,0,daniel,0,neutral
4/1/2020,5:35:00,Dubai,UAE,EmiratesSupport,0,replied ,0,neutral
4/1/2020,5:57:00,Dubai,UAE,EmiratesSupport,0,give call flight operational reboot,0,neutral
4/1/2020,6:00:00,Dubai,UAE,EmiratesSupport,0,tariq hear were suspended flight uae,0,neutral
4/1/2020,6:05:00,Dubai,UAE,EmiratesSupport,0,philippa issued ticket travel agency discus reboot,0,neutral
4/1/2020,6:15:00,Dubai,UAE,EmiratesSupport,0,charlotte back sooner replied  check,0,neutral
4/1/2020,6:21:00,Dubai,UAE,EmiratesSupport,0,sophie replied ,0,neutral
4/1/2020,6:23:00,Dubai,UAE,EmiratesSupport,0,conor due current situation relating ovid experiencing severe delay price,-0.063,negative
4/1/2020,6:33:00,Dubai,UAE,EmiratesSupport,0,philippa control travel agency booking check wit,0,neutral
4/1/2020,6:45:00,Dubai,UAE,EmiratesSupport,0,nan,0,neutral
4/1/2020,6:49:00,Dubai,UAE,EmiratesSupport,0,oliver  booking reference email address check option,0,neutral
4/1/2020,6:50:00,Dubai,UAE,EmiratesSupport,0,driven  email address submit feedback online check,0,neutral
4/1/2020,6:58:00,Dubai,UAE,EmiratesSupport,0,rich soaring sky stay safe,0.438,positive
4/1/2020,6:59:00,Dubai,UAE,EmiratesSupport,0,robina send voucher detail email day submitting request,0,neutral
4/1/2020,7:00:00,Dubai,UAE,EmiratesSupport,0,diva issued ticket travel agency discus booking,0,neutral
4/1/2020,7:02:00,Dubai,UAE,EmiratesSupport,0,pj due current situation relating ovid experiencing severe delay processing,-0.063,negative
4/1/2020,7:07:00,Dubai,UAE,EmiratesSupport,0,giulia replied similar query ,0,neutral
4/1/2020,7:10:00,Dubai,UAE,EmiratesSupport,0,paul offering waiver ticket booked apr make booking after,0,neutral
4/1/2020,7:14:00,Dubai,UAE,EmiratesSupport,0,narmada check  booking reference email address,0,neutral
4/1/2020,7:16:00,Dubai,UAE,EmiratesSupport,0,brian respond sooner  email address full,0.35,positive
4/1/2020,7:16:00,Dubai,UAE,EmiratesSupport,0,barrynplease  full booking reference email addressnregards,0.35,positive
4/1/2020,7:18:00,Dubai,UAE,EmiratesSupport,0,ttp to cosy pnp,0,neutral
4/1/2020,7:35:00,Dubai,UAE,EmiratesSupport,0,washed replied ,0,neutral
4/1/2020,7:36:00,Dubai,UAE,emirates,362,emirate skycargo flown ovid test kit sao paulo special charter carry,0.357,positive
4/1/2020,7:36:00,NA,Europe,euronext,6,challenging time listed company euronext publishing weekly capital market update inf,0.5,positive
4/1/2020,7:36:00,Geneva,Switzerland,WHO,387,home care household member shouldnwash regularlynavoid unnecessary exposure ill person amp sh,-0.45,negative
4/1/2020,7:36:00,Geneva,Switzerland,wto,27,year wto public forum theme building year wto sub-themes wto past present ttp to april uk,-0.083,negative
4/1/2020,7:36:00,Geneva,Switzerland,WHO,368,keeping visit themtalk day feel alonennkeeping,0,neutral
4/1/2020,7:43:00,Geneva,Switzerland,WHO,130,live tomorrow whoeurope update answering question journalist amp import,0.136,positive
4/1/2020,7:49:00,Geneva,Switzerland,WHO,194,woman safe amp positive childbirth experience confirmed infection,0.376,positive
4/1/2020,7:55:00,Geneva,Switzerland,WHO,85,nan,0,neutral
4/1/2020,8:12:00,Geneva,Switzerland,WHO,610,measure adopt protect none frequently cl,0.1,positive
4/1/2020,8:19:00,Geneva,Switzerland,WHO,368,member household people suspected confirmed regularly soap amp water,0.2,positive
4/1/2020,8:20:00,Geneva,Switzerland,WHO,246,work stop pandemic country forget minimise potential impact fo,0,neutral
4/1/2020,8:25:00,Geneva,Switzerland,WHO,76,pandemic country ensure continuity food supply chain,0,neutral
4/1/2020,8:25:00,Geneva,Switzerland,WHO,51,restriction food shortage price spike harm low-income country face food shortage,0,neutral
4/1/2020,8:26:00,Geneva,Switzerland,WHO,58,continue access food safely community amp,0.5,positive
4/1/2020,8:30:00,Geneva,Switzerland,WHO,57,emergency country ensure real-time information,0,neutral
4/1/2020,8:38:00,Geneva,Switzerland,wto,0,good afternoon radar message read report wto sps,0.7,positive
4/1/2020,8:41:00,Geneva,Switzerland,WHO,194,member household people suspected confirmed avoid unnecessary exposure,0,neutral
4/1/2020,8:50:00,Geneva,Switzerland,wto,0,good afternoon device comment detailed information call proposal posted,0.55,positive
4/1/2020,8:51:00,Geneva,Switzerland,wto,6,saga week compare today number notification submitted times,0,neutral
4/1/2020,8:59:00,Geneva,Switzerland,WHO,262,coughing sneezing member household people suspected confirmed cover,0.4,positive
4/1/2020,9:00:00,Geneva,Switzerland,WHO,150,outstanding commitment fight foreign minister contribute,0.188,positive
4/1/2020,9:30:00,Geneva,Switzerland,wto,7,dog wolff outline measure response ovid highlight key role wto,0,neutral
4/1/2020,9:39:00,Geneva,Switzerland,WHO,191,join twitter tomorrow live medium briefing region worldly,0.136,positive
4/1/2020,9:39:00,Geneva,Switzerland,wto,22,deposited today valid instrument acceptance protocol amending agreement tot,0,neutral
4/1/2020,9:45:00,Geneva,Switzerland,WHO,1103,medium briefing,0,neutral
4/1/2020,9:48:00,Geneva,Switzerland,WHO,262,number death doubled past week day reach million confirmed,0.075,positive
4/1/2020,9:50:00,Geneva,Switzerland,WHO,144,past week witnessed exponential growth number case reaching,-0.25,negative
4/1/2020,9:53:00,Geneva,Switzerland,WHO,138,enter month pandemic deeply concerned rapid escalate,0,neutral
4/1/2020,10:00:00,Geneva,Switzerland,WHO,88,critical ensure country equipped detect test isolate treat case,0,neutral
4/1/2020,10:02:00,Geneva,Switzerland,WHO,99,lower number confirmed case reported africa central,0.2,positive
4/1/2020,10:02:00,Geneva,Switzerland,WHO,205,called government put place social welfare measure ensure vulnerable people food amp,-0.233,negative
4/1/2020,10:02:00,Geneva,Switzerland,WHO,180,country people stay home shutting population movement limit tr,0,neutral
4/1/2020,10:03:00,Geneva,Switzerland,WHO,92,developing country struggle implement social welfare program nature country,0.033,positive
4/1/2020,10:05:00,Geneva,Switzerland,WHO,311,prime minister announced billion package incl free food ration,0.4,positive
4/1/2020,10:12:00,Geneva,Switzerland,WHO,65,develops guidance based totality evidence collected world day staff talk,0,neutral
4/1/2020,10:15:00,Geneva,Switzerland,WHO,93,month ago knew collectively learned enormous amount,0,neutral
4/1/2020,10:15:00,Geneva,Switzerland,WHO,48,constantly review amp update guidance learn amp working adapt specific context,0,neutral
4/1/2020,10:18:00,Geneva,Switzerland,WHO,79,amp were published guidance improving access guidance,0,neutral
4/1/2020,10:21:00,Geneva,Switzerland,WHO,82,recommend amp physical distancing recognize practical challenge,0,neutral
4/1/2020,10:22:00,Geneva,Switzerland,WHO,90,extraordinary response call country join solidarity trial comparing,0.333,positive
4/1/2020,10:23:00,Geneva,Switzerland,WHO,74,working hard researcher generate evidence medicine ef,-0.292,negative
4/1/2020,10:23:00,Geneva,Switzerland,WHO,95,continuing study evidence mask nachos priority frontline,0,neutral
4/1/2020,10:23:00,Geneva,Switzerland,WHO,86,morning patient randomly assigned study arm patient,-0.5,negative
4/1/2020,10:23:00,Geneva,Switzerland,WHO,774,ongoing debate mask community level who recommends medical mask,0,neutral
4/1/2020,10:36:00,Geneva,Switzerland,WHO,67,continuing work government manufacturer step production distribution,0,neutral
4/1/2020,10:43:00,Geneva,Switzerland,WHO,84,does change who commitment protecting health people based science wit,0,neutral
4/1/2020,10:45:00,Geneva,Switzerland,WHO,256,virus learning timennas pandemic evolves evidence,0,neutral
4/1/2020,10:57:00,Geneva,Switzerland,WHO,449,circumstance mask effective combined protective measuresnwho continues ga,0.6,positive
4/1/2020,10:58:00,Geneva,Switzerland,WHO,200,full briefing,0.35,positive
4/1/2020,11:00:00,Geneva,Switzerland,WHO,108,impressed president leadership response rooted deep understanding,0.5,positive
4/1/2020,11:02:00,Geneva,Switzerland,WHO,277,published guide building country list highlight choose medicine prove,0,neutral
4/1/2020,11:02:00,Geneva,Switzerland,WHO,476,fight misinformation interactive chariot multiple language,0,neutral
4/1/2020,11:02:00,Geneva,Switzerland,WHO,158,subscribed chariot user receive notification latest news amp information,0.5,positive
4/1/2020,11:11:00,Geneva,Switzerland,WHO,75,chariot freely english russian arabic language added,0,neutral
4/1/2020,11:15:00,NA,Global,Uber,0,check  response,0,neutral
4/1/2020,11:23:00,NA,Global,Uber,0,note constantly improve user experience,0,neutral
4/1/2020,11:23:00,NA,Global,Uber,1,based directive user temporarily cease operation period knockdown sub,0,neutral
4/1/2020,11:28:00,NA,Global,Uber,1,announced president muhammad hari march restriction move,0,neutral
4/1/2020,11:29:00,NA,Global,Uber,2,heart affected ovid nigeria information,0,neutral
4/1/2020,11:32:00,NA,Global,Uber,0,issue trip  info happened,0,neutral
4/1/2020,11:34:00,NA,Global,Uber,0,sinethemba maintain privacy user restricted making,0,neutral
4/1/2020,11:34:00,NA,Global,Uber,0,emma replied  kindly check,0.6,positive
4/1/2020,11:34:00,NA,Global,Uber,0,accordance updated measure announced minister transport file balla april,0,neutral
4/1/2020,11:34:00,NA,Global,Uber,0,continue follow guidance prevent spread ovid health,0,neutral
4/1/2020,11:34:00,NA,Global,Uber,0,user operate daily south africa extended pm pm,0,neutral
4/1/2020,11:35:00,NA,Global,Uber,0, check,0,neutral
4/1/2020,11:35:00,NA,Global,Uber,0,alexnncan send email address mobile ,0,neutral
4/1/2020,11:36:00,NA,Global,Uber,0,nan,0,neutral
4/1/2020,11:41:00,NA,Global,Uber,0,stuart send  explain fully work character,0,neutral
4/1/2020,11:45:00,NA,Global,Uber,0,nan,0,neutral
4/1/2020,12:00:00,NA,Global,Uber,0,melissa letting fill form bottom page,0,neutral
4/1/2020,12:00:00,NA,Global,Uber,0,nan,0,neutral
4/1/2020,12:08:00,NA,Global,Uber,1,reaching announced minister transport file balla,0,neutral
4/1/2020,12:15:00,NA,Global,Uber,0,permitted travel purpose day national knockdown regal,0,neutral
4/1/2020,12:15:00,NA,Global,Uber,0,users undergo uberblack uberassist ubervip maximum passenger beryl maximum passe,0,neutral
4/1/2020,12:15:00,NA,Global,Uber,0,note illegal transport alcoholic beverage vehicle day,-0.375,negative
4/1/2020,12:17:00,NA,Global,Uber,0,nan,0,neutral
4/1/2020,12:18:00,NA,Global,Uber,2,nan,0,neutral
4/1/2020,12:18:00,NA,Global,Uber,0,salman safety stay home ou,0,neutral
4/1/2020,12:19:00,NA,Global,Uber,1,stronger work,0,neutral
4/1/2020,12:31:00,NA,Global,Uber,67,stay home stop,0,neutral
4/1/2020,12:32:00,NA,Global,Uber,0,support hero rest team,0,neutral
4/1/2020,12:38:00,NA,India,cisco_in,4,tune virtual event watch technology keynote technical session demo engineer,0,neutral
4/1/2020,12:42:00,NA,India,cisco_in,3,stuck home social distancing level gain skill watching cisco,0.033,positive
4/1/2020,12:43:00,NA,India,cisco_in,1,watching give amazing presentation download missed,0.6,positive
4/1/2020,12:52:00,NA,India,cisco_in,3,discontinuity remarkable catalyst creating opportunity change,0.75,positive
4/1/2020,12:52:00,NA,India,cisco_in,8,victorian department education training australia progressing virtual capability year,0,neutral
4/1/2020,12:52:00,NA,India,cisco_in,8,doctor medical professional risking health safety save life,0.05,positive
4/1/2020,12:54:00,NA,India,cisco_in,6,doctor medical professional risking health safety save life,0.05,positive
4/1/2020,12:54:00,NA,India,cisco_in,3,world continues evolve technology power bridge critical gap make thing ince,0,neutral
4/1/2020,12:57:00,NA,India,cisco_in,1,ttp to hub cry,0,neutral
4/1/2020,12:58:00,NA,India,cisco_in,7,key session watch good excellent job explaining,0.567,positive
4/1/2020,13:00:00,NA,India,cisco_in,1,brilliant ttp tcopyoaluer,0.9,positive
4/1/2020,13:00:00,NA,India,cisco_in,2,watching ttp to ximqjmcqa,0,neutral
4/1/2020,13:01:00,NA,India,cisco_in,1,ttp toe odd,-0.167,negative
4/1/2020,13:06:00,NA,India,cisco_in,2,tune live amp free keynote technical session amp demo expert networking,0.179,positive
4/1/2020,13:06:00,NA,India,cisco_in,0,world continues evolve technology power bridge critical gap make thing bec,0,neutral
4/1/2020,13:08:00,NA,India,cisco_in,1,cisco live swag ttp tof nwgasxul,0.136,positive
4/1/2020,13:13:00,NA,India,cisco_in,8,cisco leading social good unprecedented time share technology supporting missioner,0.396,positive
4/1/2020,13:15:00,NA,India,cisco_in,1,join sri srinivasan svp collaboration hear cisco weber helping million customer stay connected,0,neutral
4/1/2020,13:21:00,NA,India,cisco_in,0,join cisco leader todd nightingale scott harrell technology keynote hear innovation,0,neutral
4/1/2020,13:26:00,NA,India,cisco_in,1,make network running megabyte watch jonathan davidson senior vice,0,neutral
4/1/2020,13:29:00,NA,India,cisco_in,1,listen learn massscale infrastructure internet future jonathan davidson cisc,0,neutral
4/1/2020,13:34:00,NA,India,cisco_in,2,cisco turn dream job reality bridge make posi,0,neutral
4/1/2020,13:38:00,NA,India,MicrosoftIndia,7,ovid made normal cyberthreats rise mary jo shade regional lead,0.15,positive
4/1/2020,13:43:00,NA,India,cisco_in,1,enable remote working secure platform industry started unlimited hd video meeting,0.15,positive
4/1/2020,13:44:00,NA,India,cisco_in,1,workforce workload cloud device control,0,neutral
4/1/2020,13:49:00,NA,India,cisco_in,2,friend catch ttp tcohyitfsdpfe,0,neutral
4/1/2020,13:51:00,NA,India,cisco_in,2,watch recorded tampa session learn effectively secure workforce scale fast,0.3,positive
4/1/2020,13:53:00,NA,India,cisco_in,0,cisco customer experience portal coming learn watch,0,neutral
4/1/2020,13:57:00,NA,India,cisco_in,0,organization evolving build deploy application secure learn cisc,0.4,positive
4/1/2020,13:58:00,NA,India,cisco_in,3,whoo cisco live virtual event apc ttp tcoisiuqnludq,0.136,positive
4/1/2020,13:59:00,NA,India,MicrosoftIndia,0,heard assistance answer quest,0,neutral
4/1/2020,14:13:00,NA,India,cisco_in,1,join gee rittenhouse spam cisco security business group learn cisco secure cloudnative platform,0.4,positive
4/1/2020,14:20:00,NA,India,MicrosoftIndia,0,microsoft engineer steadily incorporating ai advance,0.167,positive
4/1/2020,14:25:00,NA,India,cisco_in,0,hear adam radford distinguished system engineer cisco cisco decnet critical,0,neutral
4/1/2020,14:25:00,NA,India,cisco_in,0,bridging gap infrastructure application workload optimize app into,0,neutral
4/1/2020,14:26:00,NA,India,MicrosoftIndia,7,team catch meeting today microsoft team worked current work,0,neutral
4/1/2020,14:28:00,NA,India,cisco_in,0,influx device application multiple cloud made landscape complex wid,-0.15,negative
4/1/2020,14:28:00,NA,India,cisco_in,0,securely deploy manage application data center private cloud public cloud environment,0.075,positive
4/1/2020,14:31:00,NA,India,cisco_in,0,tune watch live assurance analytic demo distinguished engineer adam radford cisco,0.136,positive
4/1/2020,14:31:00,NA,India,cisco_in,0,miss neaten cisco architecture demo have zhang technical solution specialist cisco,0,neutral
4/1/2020,14:33:00,NA,India,cisco_in,0,explore fundamental rf mark richer principal architect cisco including demo cisco,0,neutral
4/1/2020,14:34:00,NA,India,cisco_in,1,ot operational technology world extension campus learn latest development fr,0.5,positive
4/1/2020,14:35:00,NA,India,cisco_in,1,wrap day make tune tomorrow exciting session,0.3,positive
4/1/2020,14:48:00,NA,India,Uber_India,2,salute courage commitment healthcare professional keeping safe time,0.3,positive
4/1/2020,14:51:00,NA,India,amazonIN,19,let stand matter big small payment countsncontribute pm care fund,-0.125,negative
4/1/2020,14:55:00,London, UK,GSK,18,proud part european research-based pharmaceutical industry commitment tackling tog,0.4,positive
4/1/2020,14:55:00,London, UK,GSK,0,local office equipped answer question availability product,0,neutral
4/1/2020,14:55:00,Mumbai, India,BSEIndia,1,reopening sense update,0,neutral
4/1/2020,14:56:00,Mumbai, India,BSEIndia,0,sense open level gain point,0,neutral
4/1/2020,14:56:00,Mumbai, India,BSEIndia,1,invest nots investment hindi,0,neutral
4/1/2020,15:00:00,Mumbai, India,BSEIndia,2,mandatory investor eligible asia apply asia finding,0,neutral
4/1/2020,15:01:00,Mumbai, India,BSEIndia,2,bse commodity price update st march,0,neutral
4/1/2020,15:01:00,Mumbai, India,BSEIndia,0,closing sense update,0,neutral
4/1/2020,15:01:00,Mumbai, India,BSEIndia,1,top trading highlight,0.5,positive
4/1/2020,15:03:00,Mumbai, India,BSEIndia,0,top turnover,0.5,positive
4/1/2020,15:04:00,Mumbai, India,BSEIndia,0,to hukaxrzl,0,neutral
4/1/2020,15:07:00,Mumbai, India,BSEIndia,0,tcoubkoc from,0,neutral
4/1/2020,15:08:00,Mumbai, India,BSEIndia,4,bse star mf record transaction worth core march,0.3,positive
4/1/2020,15:09:00,Mumbai, India,BSEIndia,5,bse star mf record transaction worth cr mar,0.3,positive
4/1/2020,15:09:00,Mumbai, India,BSEIndia,20,financial year platform completed record core mutual fund transaction wor,0,neutral
4/1/2020,15:10:00,New York City,USA,skift,0,grand canyon open threat worker safety,0.25,positive
4/1/2020,15:12:00,New York City,USA,skift,0,travels put brave face chinese flight demand slowly rebound,0.167,positive
4/1/2020,15:14:00,New York City,USA,skift,0,chinese casino dream cambodia sihanoukville undeterred coronavirus,0,neutral
4/1/2020,15:15:00,New York City,USA,skift,1,coronavirus percent bite macau gaming revenue march,0,neutral
4/1/2020,15:16:00,New York City,USA,skift,2,morning coronavirus amp travel industry liveblog airline ticket refund lufthansa furlough open,0,neutral
4/1/2020,15:17:00,New York City,USA,skift,0,airline rescue green string attached uk campaigner,-0.2,negative
4/1/2020,15:23:00,New York City,USA,skift,0,wave corporate traveller paralysed anxiety,0,neutral
4/1/2020,15:23:00,New York City,USA,skift,3,subscribe shift daily briefing hear business travel minute morning ttp tcosuyl znqru,0,neutral
4/1/2020,15:24:00,New York City,USA,skift,0,senator urge airline issue ticket refund bail-out,0,neutral
4/1/2020,15:37:00,New York City,USA,skift,0,treasury airline pay back grant,0,neutral
4/1/2020,15:38:00,New York City,USA,skift,0,wave corporate traveller paralysed anxiety,0,neutral
4/1/2020,15:38:00,New York City,USA,skift,0,join hour latest seminar stimulus package travel business,0.5,positive
4/1/2020,15:38:00,New York City,USA,skift,3,travel agency grew billion revenue largely driven growth on,0.214,positive
4/1/2020,15:39:00,New York City,USA,skift,3,good question form economic recovery model,0.45,positive
4/1/2020,15:39:00,New York City,USA,skift,2,torus barnes talking editor analyst travel stimulus package,0,neutral
4/1/2020,15:40:00,New York City,USA,skift,5,hotel offer room coronavirus emergency service,0,neutral
4/1/2020,15:48:00,New York City,USA,skift,0,senator urge airline issue ticket refund bail-out,0,neutral
4/1/2020,15:55:00,New York City,USA,skift,2,tour guide attraction operator shift testing experience online,0,neutral
4/1/2020,15:55:00,New York City,USA,skift,2,whats group coronavirus crisis subsides china,0,neutral
4/1/2020,15:57:00,New York City,USA,skift,4,missed seminar future business travel watch demand,0,neutral
4/1/2020,15:58:00,New York City,USA,skift,3,live twitter tomorrow founder talk challenge travel industry fac,0.136,positive
4/1/2020,16:00:00,New York City,USA,skift,9,ceo ireland largest hotel group ttp copy ijnyvij,0,neutral
4/1/2020,16:00:00,New York City,USA,skift,1,booking holding ceo glenn vogel test positive coronavirus,0.227,positive
4/1/2020,16:01:00,New York City,USA,skift,0,long view raft ali ttp tcocxwqt york,-0.05,negative
4/1/2020,16:02:00,New York City,USA,skift,4,ttp to fzsdgdqho handling customer interaction daily vogel multiple,0,neutral
4/1/2020,16:02:00,New York City,USA,skift,2,vogel happy passed stimulus package clarity working,0.8,positive
4/1/2020,16:06:00,New York City,USA,skift,10,spoke ceo glenn vogel phone coronavirus diagnosis hour ago,0,neutral
4/1/2020,16:07:00,New York,USA,NYSE,3,case missed last summer joined precast talk complete dirt,0.05,positive
4/1/2020,16:08:00,New York,USA,NYSE,6404,stay home stop,0,neutral
4/1/2020,16:08:00,New York,USA,NYSE,12,behalf york stock exchange gregory crane director security ring opening bell,0,neutral
4/1/2020,16:08:00,New York,USA,NYSE,20,dow traded point lower morning begin quarter amid mounting concern coronavirus outbreak,0,neutral
4/1/2020,16:09:00,New York,USA,NYSE,36,country outstanding airline cruisetouring travel service industry,0.5,positive
4/1/2020,16:10:00,New York,USA,NYSE,7,nyse seminar rescheduled april register,0,neutral
4/1/2020,16:13:00,New York,USA,NYSE,10,floor closed process large financial transactionsnncongratulations arctic,0.038,positive
4/1/2020,16:14:00,New York,USA,NYSE,10,hundred corporation cancelled dividend month total number cancelled dividend,0,neutral
4/1/2020,16:19:00,New York,USA,NYSE,5,join seminar april learn nyse fang index ttp tcorgsuremfvv ngu fig,0,neutral
4/1/2020,16:19:00,New York,USA,NYSE,6,lot excitement etc industry units type etc active,-0.133,negative
4/1/2020,16:22:00,New York,USA,NYSE,9,behalf nyse robert glorious director ring closing bell,0,neutral
4/1/2020,16:23:00,New York,USA,NYSE,26,dow closed point lower today amid warning spread ovid,-0.1,negative
