Tweet_date,Tweet_time,Tweet_City,Tweet_Country,Tweet_account,Retweet_count,Tweet_Text,Created Date,tweet_without_stopwords,neg,neu,pos,vader_polarity,sentiment
4/1/2020,3:15:00,Dubai,UAE,EmiratesSupport,0,webster make booking flight scheduled departure day,2020-04-01 03:15:00,webster make booking flight scheduled departure day,0.0,1.0,0.0,0.0,neutral
4/1/2020,3:16:00,Dubai,UAE,EmiratesSupport,0,livia received complaint due current situation relating ovid exp,2020-04-01 03:16:00,livia received complaint due current situation relating ovid exp,0.216,0.784,0.0,-0.296,negative
4/1/2020,3:16:00,Dubai,UAE,EmiratesSupport,0,emily back dm,2020-04-01 03:16:00,emily back dm,0.0,1.0,0.0,0.0,neutral
4/1/2020,3:18:00,Dubai,UAE,EmiratesSupport,0,dm booking reference email address mentioned booking lin,2020-04-01 03:18:00,dm booking reference email address mentioned booking lin,0.0,1.0,0.0,0.0,neutral
4/1/2020,3:23:00,Dubai,UAE,EmiratesSupport,0,replied dm,2020-04-01 03:23:00,replied dm,0.0,1.0,0.0,0.0,neutral
4/1/2020,3:32:00,Dubai,UAE,EmiratesSupport,0,sarah back dm,2020-04-01 03:32:00,sarah back dm,0.0,1.0,0.0,0.0,neutral
4/1/2020,3:33:00,Dubai,UAE,EmiratesSupport,0,tamara replied dm,2020-04-01 03:33:00,tamara replied dm,0.0,1.0,0.0,0.0,neutral
4/1/2020,3:45:00,Dubai,UAE,EmiratesSupport,0,polly replied dm,2020-04-01 03:45:00,polly replied dm,0.0,1.0,0.0,0.0,neutral
4/1/2020,3:48:00,Dubai,UAE,EmiratesSupport,0,check travel update flight status online confirm resume,2020-04-01 03:48:00,check travel update flight status online confirm resume,0.0,1.0,0.0,0.0,neutral
4/1/2020,3:51:00,Dubai,UAE,EmiratesSupport,0,refund booking,2020-04-01 03:51:00,refund booking,0.0,1.0,0.0,0.0,neutral
4/1/2020,3:52:00,Dubai,UAE,EmiratesSupport,0,parthnthe flight suspended mandated uae government spread ovid,2020-04-01 03:52:00,parthnthe flight suspended mandated uae government spread ovid,0.307,0.693,0.0,-0.4767,negative
4/1/2020,4:00:00,Dubai,UAE,EmiratesSupport,0,link check flight status uae gover,2020-04-01 04:00:00,link check flight status uae gover,0.0,1.0,0.0,0.0,neutral
4/1/2020,4:00:00,Dubai,UAE,EmiratesSupport,0,give call flight operational reboot flight,2020-04-01 04:00:00,give call flight operational reboot flight,0.0,1.0,0.0,0.0,neutral
4/1/2020,4:00:00,Dubai,UAE,EmiratesSupport,0,hussa hear were suspended flight directive,2020-04-01 04:00:00,hussa hear suspended flight directive,0.383,0.617,0.0,-0.4767,negative
4/1/2020,4:04:00,Dubai,UAE,EmiratesSupport,0,kegan booked flight dm ticket number email address,2020-04-01 04:04:00,kegan booked flight dm ticket number email address,0.0,0.843,0.157,0.0772,positive
4/1/2020,4:30:00,Dubai,UAE,EmiratesSupport,0,dm booking reference email address mentioned booking link nt,2020-04-01 04:30:00,dm booking reference email address mentioned booking link nt,0.0,1.0,0.0,0.0,neutral
4/1/2020,4:37:00,Dubai,UAE,EmiratesSupport,0,prima learn flight impacted replied dm,2020-04-01 04:37:00,prima learn flight impacted replied dm,0.0,1.0,0.0,0.0,neutral
4/1/2020,4:45:00,Dubai,UAE,EmiratesSupport,0,sadat replied dm,2020-04-01 04:45:00,sadat replied dm,0.0,1.0,0.0,0.0,neutral
4/1/2020,4:45:00,Dubai,UAE,EmiratesSupport,0,booking travellersnif agent contact dedicated agency support line,2020-04-01 04:45:00,booking travellersnif agent contact dedicated agency support line,0.0,0.513,0.487,0.6908,positive
4/1/2020,4:50:00,Dubai,UAE,EmiratesSupport,0,namratanwe touch travel agent refund,2020-04-01 04:50:00,namratanwe touch travel agent refund,0.0,1.0,0.0,0.0,neutral
4/1/2020,4:56:00,Dubai,UAE,EmiratesSupport,0,rickyncan send dm full booking reference email addressnlet helpnthanks,2020-04-01 04:56:00,rickyncan send dm full booking reference email addressnlet helpnthanks,0.0,1.0,0.0,0.0,neutral
4/1/2020,5:15:00,Dubai,UAE,EmiratesSupport,0,kana dm booking reference email address query,2020-04-01 05:15:00,kana dm booking reference email address query,0.0,1.0,0.0,0.0,neutral
4/1/2020,5:20:00,Dubai,UAE,EmiratesSupport,0,non-transferable find term condition,2020-04-01 05:20:00,non-transferable find term condition,0.0,1.0,0.0,0.0,neutral
4/1/2020,5:22:00,Dubai,UAE,EmiratesSupport,0,respond sooner voucher issued total,2020-04-01 05:22:00,respond sooner voucher issued total,0.0,1.0,0.0,0.0,neutral
4/1/2020,5:30:00,Dubai,UAE,EmiratesSupport,0,daniel,2020-04-01 05:30:00,daniel,0.0,1.0,0.0,0.0,neutral
4/1/2020,5:35:00,Dubai,UAE,EmiratesSupport,0,replied dm,2020-04-01 05:35:00,replied dm,0.0,1.0,0.0,0.0,neutral
4/1/2020,5:57:00,Dubai,UAE,EmiratesSupport,0,give call flight operational reboot,2020-04-01 05:57:00,give call flight operational reboot,0.0,1.0,0.0,0.0,neutral
4/1/2020,6:00:00,Dubai,UAE,EmiratesSupport,0,tariq hear were suspended flight uae,2020-04-01 06:00:00,tariq hear suspended flight uae,0.383,0.617,0.0,-0.4767,negative
4/1/2020,6:05:00,Dubai,UAE,EmiratesSupport,0,philippa issued ticket travel agency discus reboot,2020-04-01 06:05:00,philippa issued ticket travel agency discus reboot,0.0,1.0,0.0,0.0,neutral
4/1/2020,6:15:00,Dubai,UAE,EmiratesSupport,0,charlotte back sooner replied dm check,2020-04-01 06:15:00,charlotte back sooner replied dm check,0.0,1.0,0.0,0.0,neutral
4/1/2020,6:21:00,Dubai,UAE,EmiratesSupport,0,sophie replied dm,2020-04-01 06:21:00,sophie replied dm,0.0,1.0,0.0,0.0,neutral
4/1/2020,6:23:00,Dubai,UAE,EmiratesSupport,0,conor due current situation relating ovid experiencing severe delay price,2020-04-01 06:23:00,conor due current situation relating ovid experiencing severe delay price,0.38,0.62,0.0,-0.5994,negative
4/1/2020,6:33:00,Dubai,UAE,EmiratesSupport,0,philippa control travel agency booking check wit,2020-04-01 06:33:00,philippa control travel agency booking check wit,0.0,1.0,0.0,0.0,neutral
4/1/2020,6:49:00,Dubai,UAE,EmiratesSupport,0,oliver dm booking reference email address check option,2020-04-01 06:49:00,oliver dm booking reference email address check option,0.0,1.0,0.0,0.0,neutral
4/1/2020,6:50:00,Dubai,UAE,EmiratesSupport,0,driven dm email address submit feedback online check,2020-04-01 06:50:00,driven dm email address submit feedback online check,0.0,1.0,0.0,0.0,neutral
4/1/2020,6:58:00,Dubai,UAE,EmiratesSupport,0,rich soaring sky stay safe,2020-04-01 06:58:00,rich soaring sky stay safe,0.0,0.316,0.684,0.7579,positive
4/1/2020,6:59:00,Dubai,UAE,EmiratesSupport,0,robina send voucher detail email day submitting request,2020-04-01 06:59:00,robina send voucher detail email day submitting request,0.0,1.0,0.0,0.0,neutral
4/1/2020,7:00:00,Dubai,UAE,EmiratesSupport,0,diva issued ticket travel agency discus booking,2020-04-01 07:00:00,diva issued ticket travel agency discus booking,0.0,1.0,0.0,0.0,neutral
4/1/2020,7:02:00,Dubai,UAE,EmiratesSupport,0,pj due current situation relating ovid experiencing severe delay processing,2020-04-01 07:02:00,pj due current situation relating ovid experiencing severe delay processing,0.38,0.62,0.0,-0.5994,negative
4/1/2020,7:07:00,Dubai,UAE,EmiratesSupport,0,giulia replied similar query dm,2020-04-01 07:07:00,giulia replied similar query dm,0.0,1.0,0.0,0.0,neutral
4/1/2020,7:10:00,Dubai,UAE,EmiratesSupport,0,paul offering waiver ticket booked apr make booking after,2020-04-01 07:10:00,paul offering waiver ticket booked apr make booking,0.0,1.0,0.0,0.0,neutral
4/1/2020,7:14:00,Dubai,UAE,EmiratesSupport,0,narmada check dm booking reference email address,2020-04-01 07:14:00,narmada check dm booking reference email address,0.0,1.0,0.0,0.0,neutral
4/1/2020,7:16:00,Dubai,UAE,EmiratesSupport,0,brian respond sooner dm email address full,2020-04-01 07:16:00,brian respond sooner dm email address full,0.0,1.0,0.0,0.0,neutral
4/1/2020,7:16:00,Dubai,UAE,EmiratesSupport,0,barrynplease dm full booking reference email addressnregards,2020-04-01 07:16:00,barrynplease dm full booking reference email addressnregards,0.0,1.0,0.0,0.0,neutral
4/1/2020,7:18:00,Dubai,UAE,EmiratesSupport,0,ttp to cosy pnp,2020-04-01 07:18:00,ttp cosy pnp,0.0,1.0,0.0,0.0,neutral
4/1/2020,7:35:00,Dubai,UAE,EmiratesSupport,0,washed replied dm,2020-04-01 07:35:00,washed replied dm,0.0,1.0,0.0,0.0,neutral
4/1/2020,7:36:00,Dubai,UAE,emirates,362,emirate skycargo flown ovid test kit sao paulo special charter carry,2020-04-01 07:36:00,emirate skycargo flown ovid test kit sao paulo special charter carry,0.0,0.787,0.213,0.4019,positive
4/1/2020,7:36:00,,Europe,euronext,6,challenging time listed company euronext publishing weekly capital market update inf,2020-04-01 07:36:00,challenging time listed company euronext publishing weekly capital market update inf,0.0,0.862,0.138,0.1531,positive
4/1/2020,7:36:00,Geneva,Switzerland,WHO,387,home care household member shouldnwash regularlynavoid unnecessary exposure ill person amp sh,2020-04-01 07:36:00,home care household member shouldnwash regularlynavoid unnecessary exposure ill person amp sh,0.175,0.625,0.2,0.1027,positive
4/1/2020,7:36:00,Geneva,Switzerland,wto,27,year wto public forum theme building year wto sub-themes wto past present ttp to april uk,2020-04-01 07:36:00,year wto public forum theme building year wto sub-themes wto past present ttp april uk,0.0,1.0,0.0,0.0,neutral
4/1/2020,7:36:00,Geneva,Switzerland,WHO,368,keeping visit themtalk day feel alonennkeeping,2020-04-01 07:36:00,keeping visit themtalk day feel alonennkeeping,0.0,1.0,0.0,0.0,neutral
4/1/2020,7:43:00,Geneva,Switzerland,WHO,130,live tomorrow whoeurope update answering question journalist amp import,2020-04-01 07:43:00,live tomorrow whoeurope update answering question journalist amp import,0.0,1.0,0.0,0.0,neutral
4/1/2020,7:49:00,Geneva,Switzerland,WHO,194,woman safe amp positive childbirth experience confirmed infection,2020-04-01 07:49:00,woman safe amp positive childbirth experience confirmed infection,0.0,0.48,0.52,0.7579,positive
4/1/2020,8:12:00,Geneva,Switzerland,WHO,610,measure adopt protect none frequently cl,2020-04-01 08:12:00,measure adopt protect none frequently cl,0.0,0.482,0.518,0.5106,positive
4/1/2020,8:19:00,Geneva,Switzerland,WHO,368,member household people suspected confirmed regularly soap amp water,2020-04-01 08:19:00,member household people suspected confirmed regularly soap amp water,0.192,0.808,0.0,-0.2263,negative
4/1/2020,8:20:00,Geneva,Switzerland,WHO,246,work stop pandemic country forget minimise potential impact fo,2020-04-01 08:20:00,work stop pandemic country forget minimise potential impact fo,0.369,0.631,0.0,-0.4767,negative
4/1/2020,8:25:00,Geneva,Switzerland,WHO,76,pandemic country ensure continuity food supply chain,2020-04-01 08:25:00,pandemic country ensure continuity food supply chain,0.0,0.698,0.302,0.3818,positive
4/1/2020,8:25:00,Geneva,Switzerland,WHO,51,restriction food shortage price spike harm low-income country face food shortage,2020-04-01 08:25:00,restriction food shortage price spike harm low-income country face food shortage,0.578,0.422,0.0,-0.8225,negative
4/1/2020,8:26:00,Geneva,Switzerland,WHO,58,continue access food safely community amp,2020-04-01 08:26:00,continue access food safely community amp,0.0,0.61,0.39,0.4939,positive
4/1/2020,8:30:00,Geneva,Switzerland,WHO,57,emergency country ensure real-time information,2020-04-01 08:30:00,emergency country ensure real-time information,0.317,0.366,0.317,0.0,neutral
4/1/2020,8:38:00,Geneva,Switzerland,wto,0,good afternoon radar message read report wto sps,2020-04-01 08:38:00,good afternoon radar message read report wto sps,0.0,0.707,0.293,0.4404,positive
4/1/2020,8:41:00,Geneva,Switzerland,WHO,194,member household people suspected confirmed avoid unnecessary exposure,2020-04-01 08:41:00,member household people suspected confirmed avoid unnecessary exposure,0.406,0.594,0.0,-0.4767,negative
4/1/2020,8:50:00,Geneva,Switzerland,wto,0,good afternoon device comment detailed information call proposal posted,2020-04-01 08:50:00,good afternoon device comment detailed information call proposal posted,0.0,0.734,0.266,0.4404,positive
4/1/2020,8:51:00,Geneva,Switzerland,wto,6,saga week compare today number notification submitted times,2020-04-01 08:51:00,saga week compare today number notification submitted times,0.0,0.843,0.157,0.0772,positive
4/1/2020,8:59:00,Geneva,Switzerland,WHO,262,coughing sneezing member household people suspected confirmed cover,2020-04-01 08:59:00,coughing sneezing member household people suspected confirmed cover,0.213,0.787,0.0,-0.2263,negative
4/1/2020,9:00:00,Geneva,Switzerland,WHO,150,outstanding commitment fight foreign minister contribute,2020-04-01 09:00:00,outstanding commitment fight foreign minister contribute,0.213,0.246,0.541,0.6124,positive
4/1/2020,9:30:00,Geneva,Switzerland,wto,7,dog wolff outline measure response ovid highlight key role wto,2020-04-01 09:30:00,dog wolff outline measure response ovid highlight key role wto,0.0,0.789,0.211,0.34,positive
4/1/2020,9:39:00,Geneva,Switzerland,WHO,191,join twitter tomorrow live medium briefing region worldly,2020-04-01 09:39:00,join twitter tomorrow live medium briefing region worldly,0.0,0.761,0.239,0.296,positive
4/1/2020,9:39:00,Geneva,Switzerland,wto,22,deposited today valid instrument acceptance protocol amending agreement tot,2020-04-01 09:39:00,deposited today valid instrument acceptance protocol amending agreement tot,0.0,0.53,0.47,0.7351,positive
4/1/2020,9:45:00,Geneva,Switzerland,WHO,1103,medium briefing,2020-04-01 09:45:00,medium briefing,0.0,1.0,0.0,0.0,neutral
4/1/2020,9:48:00,Geneva,Switzerland,WHO,262,number death doubled past week day reach million confirmed,2020-04-01 09:48:00,number death doubled past week day reach million confirmed,0.317,0.488,0.195,-0.5423,negative
4/1/2020,9:50:00,Geneva,Switzerland,WHO,144,past week witnessed exponential growth number case reaching,2020-04-01 09:50:00,past week witnessed exponential growth number case reaching,0.0,0.467,0.533,0.5719,positive
4/1/2020,9:53:00,Geneva,Switzerland,WHO,138,enter month pandemic deeply concerned rapid escalate,2020-04-01 09:53:00,enter month pandemic deeply concerned rapid escalate,0.0,1.0,0.0,0.0,neutral
4/1/2020,10:00:00,Geneva,Switzerland,WHO,88,critical ensure country equipped detect test isolate treat case,2020-04-01 10:00:00,critical ensure country equipped detect test isolate treat case,0.285,0.347,0.368,0.296,positive
4/1/2020,10:02:00,Geneva,Switzerland,WHO,99,lower number confirmed case reported africa central,2020-04-01 10:02:00,lower number confirmed case reported africa central,0.259,0.588,0.153,-0.2263,negative
4/1/2020,10:02:00,Geneva,Switzerland,WHO,205,called government put place social welfare measure ensure vulnerable people food amp,2020-04-01 10:02:00,called government put place social welfare measure ensure vulnerable people food amp,0.131,0.69,0.179,0.1779,positive
4/1/2020,10:02:00,Geneva,Switzerland,WHO,180,country people stay home shutting population movement limit tr,2020-04-01 10:02:00,country people stay home shutting population movement limit tr,0.0,1.0,0.0,0.0,neutral
4/1/2020,10:03:00,Geneva,Switzerland,WHO,92,developing country struggle implement social welfare program nature country,2020-04-01 10:03:00,developing country struggle implement social welfare program nature country,0.223,0.777,0.0,-0.3182,negative
4/1/2020,10:05:00,Geneva,Switzerland,WHO,311,prime minister announced billion package incl free food ration,2020-04-01 10:05:00,prime minister announced billion package incl free food ration,0.0,0.708,0.292,0.5106,positive
4/1/2020,10:12:00,Geneva,Switzerland,WHO,65,develops guidance based totality evidence collected world day staff talk,2020-04-01 10:12:00,develops guidance based totality evidence collected world day staff talk,0.0,1.0,0.0,0.0,neutral
4/1/2020,10:15:00,Geneva,Switzerland,WHO,93,month ago knew collectively learned enormous amount,2020-04-01 10:15:00,month ago knew collectively learned enormous amount,0.0,1.0,0.0,0.0,neutral
4/1/2020,10:15:00,Geneva,Switzerland,WHO,48,constantly review amp update guidance learn amp working adapt specific context,2020-04-01 10:15:00,constantly review amp update guidance learn amp working adapt specific context,0.0,1.0,0.0,0.0,neutral
4/1/2020,10:18:00,Geneva,Switzerland,WHO,79,amp were published guidance improving access guidance,2020-04-01 10:18:00,amp published guidance improving access guidance,0.0,0.682,0.318,0.4215,positive
4/1/2020,10:21:00,Geneva,Switzerland,WHO,82,recommend amp physical distancing recognize practical challenge,2020-04-01 10:21:00,recommend amp physical distancing recognize practical challenge,0.0,0.568,0.432,0.4215,positive
4/1/2020,10:22:00,Geneva,Switzerland,WHO,90,extraordinary response call country join solidarity trial comparing,2020-04-01 10:22:00,extraordinary response call country join solidarity trial comparing,0.0,0.577,0.423,0.5267,positive
4/1/2020,10:23:00,Geneva,Switzerland,WHO,74,working hard researcher generate evidence medicine ef,2020-04-01 10:23:00,working hard researcher generate evidence medicine ef,0.189,0.811,0.0,-0.1027,negative
4/1/2020,10:23:00,Geneva,Switzerland,WHO,95,continuing study evidence mask nachos priority frontline,2020-04-01 10:23:00,continuing study evidence mask nachos priority frontline,0.0,1.0,0.0,0.0,neutral
4/1/2020,10:23:00,Geneva,Switzerland,WHO,86,morning patient randomly assigned study arm patient,2020-04-01 10:23:00,morning patient randomly assigned study arm patient,0.0,1.0,0.0,0.0,neutral
4/1/2020,10:23:00,Geneva,Switzerland,WHO,774,ongoing debate mask community level who recommends medical mask,2020-04-01 10:23:00,ongoing debate mask community level recommends medical mask,0.0,0.808,0.192,0.2263,positive
4/1/2020,10:36:00,Geneva,Switzerland,WHO,67,continuing work government manufacturer step production distribution,2020-04-01 10:36:00,continuing work government manufacturer step production distribution,0.0,1.0,0.0,0.0,neutral
4/1/2020,10:43:00,Geneva,Switzerland,WHO,84,does change who commitment protecting health people based science wit,2020-04-01 10:43:00,change commitment protecting health people based science wit,0.0,0.776,0.224,0.3818,positive
4/1/2020,10:45:00,Geneva,Switzerland,WHO,256,virus learning timennas pandemic evolves evidence,2020-04-01 10:45:00,virus learning timennas pandemic evolves evidence,0.0,1.0,0.0,0.0,neutral
4/1/2020,10:57:00,Geneva,Switzerland,WHO,449,circumstance mask effective combined protective measuresnwho continues ga,2020-04-01 10:57:00,circumstance mask effective combined protective measuresnwho continues ga,0.0,0.693,0.307,0.4767,positive
4/1/2020,10:58:00,Geneva,Switzerland,WHO,200,full briefing,2020-04-01 10:58:00,full briefing,0.0,1.0,0.0,0.0,neutral
4/1/2020,11:00:00,Geneva,Switzerland,WHO,108,impressed president leadership response rooted deep understanding,2020-04-01 11:00:00,impressed president leadership response rooted deep understanding,0.0,0.659,0.341,0.4767,positive
4/1/2020,11:02:00,Geneva,Switzerland,WHO,277,published guide building country list highlight choose medicine prove,2020-04-01 11:02:00,published guide building country list highlight choose medicine prove,0.0,0.769,0.231,0.34,positive
4/1/2020,11:02:00,Geneva,Switzerland,WHO,476,fight misinformation interactive chariot multiple language,2020-04-01 11:02:00,fight misinformation interactive chariot multiple language,0.551,0.449,0.0,-0.5994,negative
4/1/2020,11:02:00,Geneva,Switzerland,WHO,158,subscribed chariot user receive notification latest news amp information,2020-04-01 11:02:00,subscribed chariot user receive notification latest news amp information,0.0,1.0,0.0,0.0,neutral
4/1/2020,11:11:00,Geneva,Switzerland,WHO,75,chariot freely english russian arabic language added,2020-04-01 11:11:00,chariot freely english russian arabic language added,0.0,0.674,0.326,0.4404,positive
4/1/2020,11:15:00,,Global,Uber,0,check dm response,2020-04-01 11:15:00,check dm response,0.0,1.0,0.0,0.0,neutral
4/1/2020,11:23:00,,Global,Uber,0,note constantly improve user experience,2020-04-01 11:23:00,note constantly improve user experience,0.0,0.58,0.42,0.4404,positive
4/1/2020,11:23:00,,Global,Uber,1,based directive user temporarily cease operation period knockdown sub,2020-04-01 11:23:00,based directive user temporarily cease operation period knockdown sub,0.0,1.0,0.0,0.0,neutral
4/1/2020,11:28:00,,Global,Uber,1,announced president muhammad hari march restriction move,2020-04-01 11:28:00,announced president muhammad hari march restriction move,0.259,0.741,0.0,-0.2732,negative
4/1/2020,11:29:00,,Global,Uber,2,heart affected ovid nigeria information,2020-04-01 11:29:00,heart affected ovid nigeria information,0.286,0.714,0.0,-0.1531,negative
4/1/2020,11:32:00,,Global,Uber,0,issue trip dm info happened,2020-04-01 11:32:00,issue trip dm info happened,0.0,1.0,0.0,0.0,neutral
